skill_id,domain,layer,category_id,category_name,confidence,source_path,line_start,rule_id,matched_text,declaration_atomic_ids,implementation_atomic_ids
klingai-camera-control,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Grep","G1,I3,R1,S1,X1","I4,R1,S1,W1,X5,X7"
klingai-ci-integration,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Grep","A5,I4,O3,R1,R7,R8,X1,X4,X7","A3,C2,G5,I4,K4,R1,R5,R8,W1,W3,X4,X5,X6,X7,X8"
klingai-usage-analytics,Dom-7,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Grep","A3,G1,Q2,R1,X1","A7,G1,Q2,R1,R5,X6"
landing-page-design,Dom-2,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,allowed-tools: Bash(infsh *),"A5,Q1,Q3,Q4,R1,R7,R8,U1,X1,X8",
langchain-core-workflow-b,Dom-16,declaration,tier_1,Tier 1: 资源感知层,medium,SKILL.md,235,decl.atomic_capability.r7,"- [Agents Guide](https://js.langchain.com/docs/concepts/agents/)
- [Tool Calling](https://js.langchain.com/docs/concepts/tool_calling/)","R1,R7,X4",
latex-posters,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: [Read, Write, Edit, Bash]","A3,G1,G2,I3,O3,Q1,Q2,Q3,Q4,R7,R8,R9,X1,X3,X8","A2,G1,G2,G5,K3,K4,Q3,Q4,X1,X3,X4"
linear-rate-limits,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,170,decl.atomic_capability.o3,"### Step 5: Batch Mutations
Combine multiple mutations into one GraphQL request.","A5,A7,I4,O3,O4,Q1,R1,X7,X8","A7,G5,O4,Q3"
linktree-cost-tuning,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,27,decl.atomic_capability.o3,"| Profile API reads | Repeated fetches of link tree structure | Cache profile data with 5-min TTL; structure changes rarely |
| Webhook deliveries | Events pushed per link interaction | Filter low-value events; batch webhook processing |","A3,A4,A5,O3,Q1,Q2",
linktree-debug-bundle,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Bash(curl:*), Grep","A4,A7,G2,I4,R7,X1,X7,X8",
literature-review,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: [Read, Write, Edit, Bash]","G1,G3,I4,O4,Q1,Q2,Q3,Q4,R7,R8,R9,X1,X3,X4","G1,K3,O4,Q2,Q3,Q4,R1,R10,R5,W3,W4,X1,X3,X4,X5,X6,X8"
llamaindex,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,references/query_engines.md,308,decl.atomic_capability.o4,### Reset conversation,"A5,I4,O4,Q1,Q2,R1,R2,R7,R8,W1,X4,X7","A5,G1,O4,Q1,R1,R5,R8,X4"
llava,Dom-8,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,234,decl.atomic_capability.o3,"7. **max_new_tokens 512-1024** - For detailed responses
8. **Batch processing** - Process multiple images sequentially","G1,O3,Q1,Q4,R1,R8,X4,X7,X8","A5,G5,Q4,R5,X6"
llm-patterns,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,191,decl.atomic_capability.o4,"""support_ticket"": {
    ""input"": ""I can't reset my password"",
    ""expected_category"": ""support"",","A5,O4,Q3,Q4,R1,R8,X7",
lm-evaluation-harness,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,80,decl.atomic_capability.o3,"--device cuda:0 \
  --batch_size auto  # Auto-detect optimal batch size
```","A5,A7,G1,G3,I4,O3,Q1,Q2,Q3,Q4,R1,R7,R8,X3,X4,X7,X8","A7,G1,G5,I4,Q2,Q3,Q4,S7,X1,X2,X3,X5,X8"
local-tts,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Bash(python3:*), Bash(file:*), Bash(ls:*)","I4,O3,Q3,Q4,R1,R8,X1,X4",
mailcheck-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
makepad-2.0-events,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,59,decl.atomic_capability.o4,"// Inline delete with closure capturing loop variable
delete.on_click: || delete_todo(i)","A4,O4,Q1,Q2,Q3,R1,S1,U3,U4,X3,X8","G1,G2,G5,O4,U2,U4,W3,X1,X8"
makepad-2.0-splash,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,216,decl.atomic_capability.x3,"1. **Always set `height: Fit` on containers** -- default `height: Fill` causes invisible UI (0px height)
2. **Use `width: Fill` on the root container** -- never fixed pixel width at the top level","A5,C5,I3,Q1,R1,R7,S2,X3,X7,X8","A5,G1,G3,G5,I4,O4,Q1,R1,U2,U3,X1,X3,X8"
manim-video,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,26,decl.atomic_capability.x1,"Run `scripts/setup.sh` to verify all dependencies. Requires: Python 3.10+, Manim Community Edition v0.20+ (`pip install manim`), LaTeX (`texlive-full` on Linux, `mactex` on macOS), and ffmpeg. Reference docs tested against Manim CE v0.20.1.","A4,A5,C3,G1,G2,I3,O4,Q1,Q2,R1,R7,S1,U1,X1,X4,X8","A4,C1,G1,G2,I3,K3,O4,Q2,Q4,S1,U1,U2,X1,X4,X8"
markdown-converter,Dom-12,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,13,decl.atomic_capability.r1,"# Convert to stdout
uvx markitdown input.pdf","G1,G3,Q1,R1",
markitdown,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,scripts/batch_convert.py,2,decl.atomic_capability.g5,"""""""
Batch convert multiple files to Markdown using MarkItDown.","A5,G1,G3,G5,I4,O3,O4,Q1,Q2,Q3,R1,R4,R7,R8,S1,W1,X1,X3,X4,X7,X8","G1,G4,G5,I4,K3,O4,Q1,Q2,Q4,R1,R10,R4,R5,R9,S1,W3,X3,X4,X6,X7,X8"
math-olympiad,Dom-1,declaration,tier_3,Tier 3: 环境管控层,medium,references/presentation_prompts.md,37,decl.atomic_capability.o4,"> a debris field: sanity checks, dead ends backed out of, ""note that X (we won't
> use this)"". Delete them. If a paragraph can be removed and the proof still
> compiles in the reader's head, remove it.","A5,A7,I3,O3,O4,Q1,Q2,Q4,R1,R7,X1,X5","A2,G1,G2,O4,Q4,X1"
matlab,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,280,decl.atomic_capability.o3,### Pattern 3: Batch Processing,"G1,G5,I3,O3,O4,Q1,Q2,Q4,R1,R7,R9,U3,X1,X2,X4,X7,X8","A4,C2,G2,G5,K3,O4,Q1,Q2,Q4,R10,R5,W1,X1,X4,X5,X6,X8"
mcp-builder,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,reference/node_mcp_server.md,443,decl.atomic_capability.o4,"endpoint: string,
  method: ""GET"" | ""POST"" | ""PUT"" | ""DELETE"" = ""GET"",
  data?: any,","A5,C5,G1,G2,G3,I3,I4,O4,Q1,Q2,Q3,Q4,R1,R7,R8,X4,X7,X8","A4,C2,C5,G1,G4,I1,I2,I4,O4,Q1,Q2,Q4,R1,R10,R5,R8,U2,W1,W2,W3,X1,X4,X5,X6,X8"
mdr-745-specialist,,declaration,tier_3,Tier 3: 环境管控层,medium,references/mdr-classification-guide.md,285,decl.atomic_capability.o3,"3. Evaluate QMS maturity (Annex IX capability)
4. Consider production volume (batch vs. mass)
5. Assess Notified Body capacity and timeline","A5,C3,G1,O3,Q1,Q2,Q3,Q4,R1,R7","A2,A5,C2,G1,G5,Q3,Q4,R10"
medchem,Dom-1,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,115,decl.atomic_capability.o3,"# Batch filtering with parallelization
results = alert_filter(","O3,Q1,Q2,Q4,R1,R7,R8,X4","G1,G5,Q2,Q4,R10,R5,X4,X6"
meeting,Dom-2,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Agent, Write, Bash","G1,I3,Q1,Q4,R1,R7,X1,X7",
meeting-analyzer,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.g1,"description: Analyzes meeting transcripts and recordings to surface behavioral patterns, communication anti-patterns, and actionable coaching feedback. Use this skill whenever the user uploads or points to meeting transcripts (.txt, .md, .vtt, .srt, .docx), asks about their communication habits, wants feedback on how they run meetings, requests speaking ratio analysis, mentions filler words or con","G1,Q2,Q3,Q4,R1,R7,R8",
meeting-insights-analyzer,Dom-8,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,28,decl.atomic_capability.g1,"2. **Communication Analysis**: Evaluates communication effectiveness:
   - Clarity and directness","A4,G1,I3,O3,R7",
meeting-minutes,Dom-9,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,43,decl.atomic_capability.g2,"- If possible, send draft to meeting organizer or a designated reviewer for quick verification (within 24 hours).
- Publish final minutes to the agreed channel (shared drive, repo, ticket, or email) and optionally create tasks in the team's tracker.","G2,I3,Q1,Q2,Q3,Q4,R1,R4,R7,R8",
memento-flashcards,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,43,decl.atomic_capability.o4,"- Generate a quiz from a YouTube video transcript
- Import, export, inspect, or delete flashcard data","A5,A7,G3,I4,O4,Q1,Q4,R1,X4","G3,G5,O4,Q2,R10,R5,R6,U2,W1,X1,X4,X6,X7"
meta-tags-optimizer,Dom-2,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"compatibility: ""Claude Code ≥1.0, skills.sh marketplace, ClawHub marketplace, Vercel Labs skills ecosystem. No system packages required. Optional: MCP network access for SEO tool integrations.""","A5,G1,Q1,Q4,R1,R7,R8,X1,X5","A4,A5,G1,G2,Q4,R8,X7"
metric-calculator,Dom-1,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1",
microsoft-clarity-automation,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,56,decl.atomic_capability.g1,### 2. Device Performance Analysis,"G1,Q2,R1,R7",
mindtickle-ci-integration,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,17,decl.atomic_capability.x7,"Configure CI pipelines that validate MindTickle sales enablement API integrations using a two-tier testing strategy. Unit tests mock the MindTickle REST client to verify course enrollment, quiz scoring, and user progress logic without consuming API calls. Integration tests run on main-branch merges with a real Bearer token and company ID to confirm course listing, user search, and completion track","I4,Q1,R7,R8,X7",
miro-debug-bundle,Dom-4,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Bash(curl:*), Bash(tar:*), Bash(jq:*), Grep","A7,Q1,Q3,R7,W2,X1,X7,X8",
mistral_ai-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,74,decl.atomic_capability.o3,"3. Pass data between steps using tool responses
4. Use `RUBE_REMOTE_WORKBENCH` for bulk operations or data processing","A7,I4,O3,Q1,R1,R7,X7",
mixpanel-automation,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,110,decl.atomic_capability.g5,"- `session_id`: Session ID for consistent pagination (from first response)
- For batch update: array of profile updates with `$distinct_id` and property operations","G1,G5,I4,O3,Q1,Q2,R7",
model-merging,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,references/methods.md,26,decl.atomic_capability.o4,### Step 1: TRIM (Reset Small Changes),"O3,O4,Q1,R1,R7,R8,R9,X4,X7,X8","G1,G5,O4,Q2,R1,X4,X8"
morph-ppt,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,138,decl.atomic_capability.o4,"- Examples: `name=!!scene-ring`, `name=!!scene-dot`, `name=!!actor-feature-box`
   - Behavior: Modify position/size/color across slides — do NOT delete
   - **Exit strategy — two trigger scenarios**:","G1,I3,K6,O3,O4,Q1,Q4,R7,U1,X1,X7,X8","A5,C1,G1,G2,G5,I2,O4,Q1,Q3,Q4,R8,S7,U1,X1,X7,X8"
msg91-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
multimodal-segment-anything,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,112,decl.atomic_capability.o3,"image = Image.open(""image.jpg"")
input_points = [[[450, 600]]]  # Batch of points","O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,G5,Q2,R1,R5,R9,U2,W3,X1,X2,X4,X6,X8"
my-pull-requests,Dom-6,declaration,tier_1,Tier 1: 资源感知层,medium,SKILL.md,5,decl.atomic_capability.r8,Search the current repo (using #githubRepo for the repo info) and list any pull requests you find (using #list_pull_requests) that are assigned to me.,"Q1,Q4,R8",
navan-debug-bundle,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Bash(curl:*), Bash(jq:*), Bash(tar:*), Bash(mkdir:*), Bash(date:*), Grep","A7,I4,Q3,R8,W2,X1,X7,X8","G1,I1,I2,W2,X7,X8"
navan-observability,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(curl:*), Grep, Glob","A5,A7,Q1,Q4,R7,W2,X1,X7,X8","I1,I2,I3,Q4"
nlp-text-analyzer,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.g1,"description: |
  This skill enables Claude to perform natural language processing and text analysis using the nlp-text-analyzer plugin. It should be used when the user requests analysis of text, including sentiment analysis, keyword extraction, topic modeling, or other NLP tasks. The skill is triggered by requests involving ""analyze text"", ""sentiment analysis"", ""keyword extraction"", ""topic modelin","A4,G1,Q1",
notebooklm,Dom-1,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,225,decl.atomic_capability.o4,"nlm alias get <name>                   # Resolve alias to UUID
nlm alias delete <name>                # Remove alias
```","A2,A5,G1,G4,I3,O3,O4,Q1,Q3,R7,R8,X1,X2,X4,X7,X8","A2,G1,O4,W3,X8"
notion-ci-integration,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,245,decl.atomic_capability.g5,#### Python Batch Update Script for CI,"A4,A7,G5,O3,O4,Q1,Q2,R7,R8,X1,X7,X8","A4,I3,O4,R8,X2,X7,X8"
obsidian-incident-runbook,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,201,decl.atomic_capability.o4,"Resolution: Open both files in Obsidian, manually merge content into the original, delete the conflict file.","I3,K5,O4,Q1,R7,R9,X1,X8","G1,I6,O4,X8"
office-hours,Dom-9,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,349,decl.atomic_capability.o3,"**Todo-list discipline.** When working through a multi-step plan, mark each task
complete individually as you finish it. Do not batch-complete at the end. If a task
turns out to be unnecessary, mark it skipped with a one-line reason.","A2,A3,A4,A5,A7,G1,G2,G3,I3,I4,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R3,R5,R7,R8,U1,X1,X3,X7,X8",
officecli-pitch-deck,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,156,decl.atomic_capability.o3,"**Phase 3: Build** -- Create file, set metadata, then `officecli open` for resident mode. Build slide by slide using batch mode (heredoc syntax for 4+ elements). Apply chart/table recipes from Sections D/E. Add speaker notes after each slide. `officecli close` before QA.","A5,I2,I3,O3,O4,Q1,Q2,Q3,R8,R9,U1,X1,X7,X8","A2,A5,G1,G2,G3,G5,I2,O4,Q3,Q4,R8,U1,X1,X8"
oma-translator,Dom-1,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,48,decl.atomic_capability.o3,"If context is insufficient to make a confident decision, ask the user. Prefer one targeted question over a batch of questions.","A5,G1,I3,O3,Q4,R1,R7,X1,X8","G1,G5,Q4"
on-page-seo-auditor,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,192,decl.atomic_capability.c4,"**With ~~SEO tool + ~~web crawler connected:**
Claude can automatically pull page HTML via ~~web crawler, fetch keyword search volume and difficulty from ~~SEO tool, retrieve click-through rate data from ~~search console, and download competitor pages for comparison. This enables fully automated audits with live data.","C4,G1,O3,Q1,Q2,Q4,R1,R7,R8,X1,X5","G1,G5,Q4,U1,X1,X7"
onesignal-rest-api-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
openalex-database,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,169,decl.atomic_capability.o3,### 8. Batch Lookups,"A5,A7,G1,I4,O3,Q1,Q2,Q3,Q4,R7,R9,X4","A3,A5,A7,G1,G5,Q4,R10,R5,W1,W2,X5,X6"
openevidence-data-handling,,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,106,decl.atomic_capability.i4,"| PHI detected in stored query | De-identification regex missed a pattern | Add pattern to `deidentifyPHI`, re-scan stored queries |
| API 403 on query submission | BAA not on file or expired API credentials | Verify BAA status, rotate API key |
| Evidence response contains patient name | Upstream model hallucinated PHI | Post-process all responses through de-identification before display |","I4,O3,Q1,Q4,R7,R9",
openevidence-observability,Dom-16,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,17,decl.atomic_capability.a5,"OpenEvidence delivers clinical evidence queries where response accuracy and freshness have direct patient safety implications. Monitor query response times to ensure clinicians get timely answers, track evidence freshness to catch stale citations, and audit every query for compliance. Observability must also verify citation accuracy and maintain complete audit logs for regulatory requirements (HIP","A3,A5,Q1",Q1
openrouter-fallback-config,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash, Grep","Q1,Q2,R1,R7,X1,X8","A7,I4,R1,R5,X7,X8"
openrouter-model-availability,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash, Grep","A3,A5,Q1,Q2,R1,R7,X1,X7,X8","A5,A7,I4,Q2,R1,W1,X5,X7,X8"
opentrons-integration,Dom-15,declaration,tier_3,Tier 3: 环境管控层,medium,references/api_reference.md,66,decl.atomic_capability.o4,"| `return_tip(home_after=True)` | Return tip to rack | InstrumentContext |
| `reset_tipracks()` | Reset tip tracking | None |","I3,O4,Q1,Q3,R7,R9,S7,X3","G1,O4,R5,X1"
ops-daemon,Dom-15,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"description: Check claude-ops background daemon end-to-end and auto-fix common issues. Detects stale plist paths after plugin upgrades, missing service commands, dead processes, corrupt health files, and bash version mismatches.","A3,O3,Q1,R1,X1,X8",
ops-inbox,Dom-17,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,190,decl.atomic_capability.o3,"- **HANDLED** — conversation concluded, can be archived
- **FYI** — newsletters, notifications, automated messages (bulk archive)","A3,A4,A5,C3,G2,O3,O4,Q1,Q3,Q4,R1,R2,R7,R8,X1,X7,X8","G3,I4,K3,Q3,Q4,R8,X1,X4,X7,X8"
ops-marketing,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: - Bash
  - Read","A3,A5,G1,G2,I3,I4,O3,Q1,Q2,Q3,Q4,R1,R9,W2,X1,X3,X7,X8",
ops-speedup,Dom-15,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,172,decl.atomic_capability.o4,"• Unload launch agents: [list]
  • Docker volume prune (may delete unmounted volumes): [N] MB
  • Stale node_modules (>14 days): [list of paths]","G1,I3,O3,O4,Q1,X1,X3,X8",
ops-whatsapp-biz,Dom-10,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,108,decl.atomic_capability.o3,**Cost note**: Always display approximate cost before sending. Utility templates: ~$0.005/msg; Marketing: ~$0.025/msg (US rates — varies by country). Show AskUserQuestion to confirm before bulk sends > 10 recipients.,"A5,I4,O3,Q1,Q2,R1,X1,X7,X8",
p-image,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"description: ""Generate images with Pruna P-Image models via inference.sh CLI. Models: P-Image, P-Image-LoRA, P-Image-Edit, P-Image-Edit-LoRA. Capabilities: text-to-image, image editing, LoRA styles, multi-image compositing, fast inference. Pruna optimizes models for speed without quality loss. Triggers: pruna, p-image, pruna image, fast image generation, optimized flux, pruna ai, p image, fast ai ","O3,Q1,R1,R7,R8,X1,X8",
package-search,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Bash, Read, Glob, Grep, Edit, Write","A4,G1,Q1,Q2,Q4,R8,X1,X4,X7,X8",
paddleocr-text-recognition,Dom-8,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,44,decl.atomic_capability.x1,Scripts declare their dependencies inline ([PEP 723](https://peps.python.org/pep-0723/)). No separate install step is needed — [uv](https://docs.astral.sh/uv/) resolves dependencies automatically:,"A3,A7,G3,I3,Q1,Q2,Q4,R1,R2,R7,R8,U1,X1,X5,X7","G2,G3,G4,I4,R10,R5,R6,U2,W1,W2,X1,X4,X5,X6,X7,X8"
page-cro,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,9,decl.atomic_capability.g1,You are a conversion rate optimization expert. Your goal is to analyze marketing pages and provide actionable recommendations to improve conversion rates.,"G1,Q1,Q3,Q4,R7,U1","G1,G2,Q3,Q4,U1,W3"
pagerduty-automation,Dom-14,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,22,decl.atomic_capability.i4,**Get Rube MCP**: Add `https://rube.app/mcp` as an MCP server in your client configuration. No API keys needed — just add the endpoint and it works.,"A7,I3,I4,O3,Q1,Q3,R7",
palantir-debug-bundle,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Bash(grep:*), Bash(curl:*), Bash(tar:*), Grep","G1,I4,Q3,R7,X1,X7,X8",
palantir-install-auth,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep","I4,Q1,Q2,R7,R8,X1,X4,X7",
payhip-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
paywall-upgrade-cro,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,174,decl.atomic_capability.o4,"[Upgrade to Pro]    [Delete a project]
```","G1,G2,I3,O4,Q1,Q3,Q4,R1,U1",
pdf,Dom-12,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,227,decl.atomic_capability.x4,"```python
# Requires: pip install pytesseract pdf2image
import pytesseract","R1,R9,X4","G1,G5,K3,Q2,R1,R10,R5,R9,X1,X4,X6,X7"
pdf-text-replace,Dom-1,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,72,decl.atomic_capability.x3,"The script requires the `pypdf` library, which is included in the container requirements.","G5,O3,Q1,R1,X3","R1,R5,X6"
penpot-uiux-design,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,158,decl.atomic_capability.o4,"- Flex children array order is REVERSED for `dir=""column""` or `dir=""row""`
- After `text.resize()`, reset `growType` to `""auto-width""` or `""auto-height""`","A4,C5,G1,G2,I3,O4,Q1,Q2,Q3,R1,R7,R8,S1,S4,X3,X4,X5,X7,X8","A2,C5,G1,G2,K5,O4,Q4,S1,W3,X1,X3,X4,X5,X8"
performing-regression-analysis,Dom-7,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Grep, Glob, Bash(cmd:*)","G1,R1,X1","G1,Q2,Q4,R10,R5,U2,X1,X6"
perplexity-debug-bundle,Dom-8,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Bash(grep:*), Bash(curl:*), Bash(tar:*), Grep","I4,Q1,Q3,R7,X1,X7,X8",
perplexity-search,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,97,decl.atomic_capability.o3,"- Simple fact lookups → `sonar`
- Cost-sensitive bulk queries → `sonar`","A3,A5,A7,G1,I3,I4,O3,O4,Q1,Q3,R1,R7,R8,X4,X7,X8","A5,A7,G1,G5,I4,O4,Q3,Q4,R1,R5,X4,X6,X7"
persona-it-admin,Dom-15,declaration,tier_4,Tier 4: 代理协同层,high,SKILL.md,1,decl.atomic_capability.a5,"description: ""Administer IT — monitor security and configure Workspace.""","A5,O3,Q3,R8",
pipeline-monitoring-setup,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1",
pitch-deck-visuals,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,allowed-tools: Bash(infsh *),"Q1,Q3,R1,R8,U1,X1,X8",
plan-writing,,declaration,tier_2,Tier 2: 交互通信层,medium,SKILL.md,104,decl.atomic_capability.u2,"|----------|----------|
| ""Verify the component works correctly"" | ""Run `npm run dev`, click button, see toast"" |
| ""Test the API"" | ""curl localhost:3000/api/users returns 200"" |","G5,R7,U2,X8",
planning-with-files,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,templates/findings.md,16,decl.atomic_capability.o4,"- List all tasks
    - Delete tasks
    - Python implementation","A4,A7,C3,G1,G3,O4,Q1,Q2,Q3,R1,R6,R7,R9,U1,W4,X1,X7,X8","A4,A7,G1,G4,O4,Q4,R1,R10,R5,R6,R9,U1,X1,X6,X7,X8"
platerecognizer-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
playwright-skill,Dom-4,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,280,decl.atomic_capability.x2,"For quick one-off tasks, you can execute code inline without creating files:","A5,A7,G3,Q1,Q2,Q3,R1,R7,R8,S4,U1,U2,X2,X3,X4,X7","A7,G1,G3,I3,Q1,R10,S4,U1,U2,U4,W3,X1,X2,X3,X4,X7"
